City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
448,Walvis Bay,-22.9575,14.5053,66.97,70,33,7.2,NA,scattered clouds
449,Mosetse,-20.75,26.65,86.49,7,0,12.66,BW,clear sky
450,Itoman,26.1247,127.6694,81.37,92,75,10.36,JP,broken clouds
451,Livingstonia,-10.606,34.1063,69.1,63,71,11.12,MW,broken clouds
452,Manokwari,-0.8667,134.0833,79.72,81,11,1.99,ID,few clouds
453,Alyangula,-13.8483,136.4192,75.07,100,17,0.0,AU,few clouds
454,Lannion,48.75,-3.4167,61.34,77,90,10.36,FR,overcast clouds
455,Esqueda,30.7167,-109.5833,63.3,70,55,30.06,MX,broken clouds
456,Tak Bai,6.2595,102.0546,81.23,78,100,3.94,TH,overcast clouds
457,Le Mans,48.0,0.2,62.53,59,40,5.75,FR,scattered clouds
458,Acajutla,13.5928,-89.8275,83.75,69,8,1.66,SV,clear sky
459,Trat,12.5,102.5,81.99,96,99,3.27,TH,heavy intensity rain
460,Hambantota,6.1241,81.1185,80.94,89,20,6.91,LK,few clouds
461,Miranda De Ebro,42.6865,-2.947,70.23,32,6,10.33,ES,clear sky
462,Isiro,2.7739,27.616,71.91,85,100,3.11,CD,overcast clouds
463,Saint-Leu,-21.15,55.2833,74.26,89,29,1.81,RE,light rain
464,Bongandanga,1.5,21.05,72.81,88,100,2.68,CD,overcast clouds
465,Troitsko-Pechorsk,62.7084,56.1964,41.97,91,96,6.62,RU,overcast clouds
466,Sompeta,18.9333,84.6,81.1,82,100,1.99,IN,overcast clouds
467,Garowe,8.4054,48.4845,87.17,42,100,18.48,SO,overcast clouds
468,Alpena,45.0617,-83.4327,68.11,97,90,3.0,US,overcast clouds
469,Tucuman,-26.8241,-65.2226,90.45,32,46,3.94,AR,scattered clouds
470,Elk Plain,47.0532,-122.3976,40.46,95,1,0.0,US,clear sky
471,Porto Novo,6.4965,2.6036,87.21,66,55,9.22,BJ,broken clouds
472,Guayape,14.7167,-86.8333,74.39,61,6,1.68,HN,clear sky
473,Buraydah,26.326,43.975,91.35,12,5,7.65,SA,clear sky
474,Leh,34.1667,77.5833,46.02,19,8,5.06,IN,clear sky
475,Mananjary,-21.2167,48.3333,70.32,76,100,4.74,MG,overcast clouds
476,Verkhoyansk,67.5447,133.385,23.94,95,100,2.73,RU,overcast clouds
477,Realeza,-25.7689,-53.5325,79.9,48,39,3.58,BR,scattered clouds
478,Ola,59.5833,151.2833,32.2,85,91,7.76,RU,overcast clouds
479,Sobolevo,54.4299,31.8996,46.18,69,100,6.58,RU,light rain
480,Uporovo,56.3109,66.2693,44.37,94,100,6.17,RU,overcast clouds
481,Carballo,43.213,-8.691,81.59,57,2,4.88,ES,clear sky
482,Hasaki,35.7333,140.8333,66.6,87,100,20.85,JP,overcast clouds
483,Banepa,27.6298,85.5214,70.12,88,20,5.75,NP,few clouds
484,Jacqueville,5.2052,-4.4146,84.11,80,52,10.83,CI,broken clouds
485,Cortona,43.2745,11.9871,62.76,44,95,4.72,IT,overcast clouds
486,Wausau,44.9591,-89.6301,60.71,86,90,3.0,US,overcast clouds
487,San-Pedro,4.7485,-6.6363,81.14,77,76,9.35,CI,broken clouds
488,Edd,13.9297,41.6925,90.46,61,99,7.61,ER,overcast clouds
489,Nantucket,41.2835,-70.0995,69.91,68,1,10.36,US,clear sky
490,Mayumba,-3.432,10.6554,79.0,83,63,8.43,GA,broken clouds
491,Warman,52.3168,-106.5679,31.08,76,15,5.77,CA,few clouds
492,Akdepe,42.0551,59.3788,57.29,26,1,10.36,TM,clear sky
493,Umm Kaddadah,13.6017,26.6876,95.05,29,98,3.62,SD,overcast clouds
494,Nizwa,22.9333,57.5333,89.76,29,63,3.58,OM,broken clouds
495,Khandyga,62.6667,135.6,22.17,72,94,7.9,RU,overcast clouds
496,Vila,42.0304,-8.1588,69.75,33,0,1.21,PT,clear sky
497,Karamadai,11.2406,76.9601,73.78,85,93,6.49,IN,overcast clouds
498,Lianran,24.9227,102.485,58.08,93,11,3.98,CN,few clouds
499,Noumea,-22.2763,166.4572,69.78,97,100,11.77,NC,heavy intensity rain
500,Havelock,34.8791,-76.9013,69.78,94,100,4.0,US,overcast clouds
501,Noshiro,40.2039,140.0242,56.19,74,99,10.49,JP,overcast clouds
502,Prochnookopskaya,45.0666,41.1175,60.8,63,53,10.38,RU,broken clouds
503,Westport,41.1415,-73.3579,68.54,82,1,1.01,US,clear sky
504,Saurimo,-9.6608,20.3916,89.58,28,57,7.67,AO,broken clouds
505,Sao Sebastiao Do Paraiso,-20.9169,-46.9914,78.24,51,16,3.71,BR,few clouds
506,Olafsvik,64.8945,-23.7142,43.09,93,100,15.5,IS,overcast clouds
507,Gabane,-24.6667,25.7822,83.35,10,0,6.44,BW,clear sky
508,Nazarovo,56.0064,90.3914,26.13,73,100,3.33,RU,overcast clouds
509,Luanda,-8.8368,13.2343,77.23,78,78,13.56,AO,broken clouds
510,Lagos,6.5833,3.75,86.5,72,46,8.23,NG,scattered clouds
511,Toktogul,41.8708,72.9402,48.72,40,0,4.29,KG,clear sky
512,Alamogordo,32.8995,-105.9603,68.81,53,20,18.41,US,few clouds
513,Mandera,3.9366,41.867,90.82,36,96,10.22,KE,overcast clouds
514,Cockburn Town,21.4612,-71.1419,82.76,76,99,15.84,TC,overcast clouds
515,Casambalangan,18.3765,122.1274,82.22,85,100,10.67,PH,overcast clouds
516,Botwood,49.1499,-55.3482,48.9,86,98,11.14,CA,overcast clouds
517,Nishihara,26.1842,127.7558,80.65,95,40,17.27,JP,scattered clouds
518,Coronel Bogado,-27.1833,-56.3,79.29,50,2,3.62,PY,clear sky
519,Mattru,7.6244,-11.8332,83.16,83,72,4.41,SL,moderate rain
520,Heihe,50.2441,127.4902,46.08,68,68,7.7,CN,broken clouds
521,Birobidzhan,48.8,132.95,45.97,64,13,2.59,RU,few clouds
522,Aleysk,52.4926,82.7822,33.44,57,100,5.88,RU,overcast clouds
523,Kstovo,56.1473,44.1979,45.79,54,18,5.75,RU,few clouds
524,Labuhan,-6.8844,112.2051,82.13,67,77,3.65,ID,broken clouds
525,Maceio,-9.6658,-35.7353,89.04,58,40,13.8,BR,scattered clouds
526,Nemuro,43.3236,145.575,54.27,71,6,8.57,JP,clear sky
527,Rumuruti,0.267,36.5389,71.67,52,98,3.38,KE,overcast clouds
528,North Battleford,52.7834,-108.2847,32.41,81,9,3.06,CA,clear sky
529,Hualmay,-11.0964,-77.6139,65.3,78,73,9.04,PE,broken clouds
530,Lapeer,43.0514,-83.3188,71.22,68,90,12.66,US,overcast clouds
531,Krasnoselkup,65.7,82.4667,27.16,70,17,3.04,RU,few clouds
532,Ajdabiya,30.7554,20.2263,75.65,54,51,16.71,LY,broken clouds
533,El Tocuyo,9.7873,-69.7937,86.79,52,32,7.52,VE,scattered clouds
534,Khani,41.9563,42.9566,63.97,62,43,5.86,GE,scattered clouds
535,Peniche,39.3558,-9.3811,85.48,48,0,8.63,PT,clear sky
536,Shu,43.5983,73.7614,45.48,39,0,10.27,KZ,clear sky
537,Swellendam,-34.0226,20.4417,73.08,43,97,9.73,ZA,overcast clouds
538,Tiznit,29.5833,-9.5,74.95,49,1,9.98,MA,clear sky
539,North Bend,43.4065,-124.2243,40.91,99,90,11.5,US,overcast clouds
540,Shimoda,34.6667,138.95,66.11,87,95,15.43,JP,overcast clouds
541,Inuvik,68.3499,-133.7218,19.56,91,42,8.21,CA,scattered clouds
542,Shingu,33.7333,135.9833,71.35,94,86,4.54,JP,overcast clouds
543,Tocopilla,-22.092,-70.1979,66.34,66,32,11.27,CL,scattered clouds
544,Camacha,33.0833,-16.3333,72.36,60,20,8.05,PT,few clouds
545,Inhambane,-23.865,35.3833,76.98,53,20,11.5,MZ,few clouds
546,Khash,28.2211,61.2158,61.66,11,0,8.23,IR,clear sky
547,Gilbues,-9.8317,-45.3439,102.36,20,41,5.41,BR,scattered clouds
548,Rodeo,38.033,-122.2669,59.9,38,1,15.99,US,clear sky
549,Xining,36.6167,101.7667,46.13,55,89,6.13,CN,overcast clouds
550,Pandan,14.0453,124.1694,79.66,86,100,15.77,PH,overcast clouds
551,Starosubkhangulovo,53.1031,57.4423,43.61,78,100,3.0,RU,overcast clouds
552,Malanje,-9.5402,16.341,89.76,27,88,6.6,AO,overcast clouds
553,Plattsburgh,44.6995,-73.4529,70.36,81,1,1.01,US,clear sky
554,Lysychovo,48.4968,23.2899,51.21,67,100,3.24,UA,overcast clouds
555,Veraval,20.9,70.3667,85.26,71,73,3.62,IN,broken clouds
556,Muros,42.7762,-9.0603,82.69,52,0,6.13,ES,clear sky
557,Shimorskoye,55.3244,42.0267,47.3,59,53,6.64,RU,broken clouds
558,Kropotkin,45.4375,40.5756,66.24,55,89,9.98,RU,overcast clouds
559,Xingyi,24.1877,102.817,55.71,96,43,3.58,CN,scattered clouds
560,Roald,62.5833,6.1333,46.9,71,75,9.22,NO,broken clouds
561,Bairiki,1.3292,172.9752,78.8,78,20,6.91,KI,few clouds
562,Launceston,-41.45,147.1667,47.8,70,40,4.61,AU,scattered clouds
563,Ngunguru,-35.6167,174.5,47.16,84,81,10.02,NZ,broken clouds
564,Berezovyy,51.6667,135.7,44.92,71,100,6.29,RU,overcast clouds
565,Santa Paula,34.3542,-119.0593,60.58,37,1,1.01,US,clear sky
566,Mwinilunga,-11.7358,24.4293,87.69,17,70,7.67,ZM,broken clouds
567,Burns Lake,54.2331,-125.7533,34.52,84,100,5.97,CA,light rain
568,Itarema,-2.9248,-39.9167,88.86,54,55,18.54,BR,broken clouds
569,Port Hedland,-20.3167,118.5667,71.65,88,3,8.05,AU,clear sky
570,Corinto,37.9407,22.9573,70.75,76,42,10.96,GR,scattered clouds
571,Vasai,19.47,72.8,82.49,73,70,5.79,IN,light rain
572,Zakupne,49.1194,26.3376,47.57,86,100,5.1,UA,overcast clouds
573,Cherskiy,68.75,161.3,-3.95,100,33,3.51,RU,scattered clouds
574,Puri,19.8,85.85,84.72,76,100,3.15,IN,overcast clouds
575,Palmer,42.1584,-72.3287,69.76,91,75,0.0,US,broken clouds
576,Madhubani,26.3667,86.0833,81.12,72,4,6.02,IN,clear sky
577,Mtambile,-5.3833,39.7,78.15,77,69,12.15,TZ,broken clouds
578,Itapirapua,-15.8233,-50.6133,94.35,36,21,8.46,BR,few clouds
579,Acapulco,16.8634,-99.8901,82.29,79,8,0.45,MX,clear sky
580,Honiara,-9.4333,159.95,76.98,88,81,2.19,SB,broken clouds
581,Santa Marta,11.2408,-74.199,88.34,68,38,2.75,CO,scattered clouds
582,Lae,-6.7221,146.9847,76.64,87,73,3.67,PG,light rain
583,Ottappalam,10.7667,76.3833,76.05,98,100,2.59,IN,overcast clouds
584,Wufeng,27.45,104.8333,50.68,98,100,3.49,CN,overcast clouds
585,Stornoway,58.2093,-6.3865,53.56,87,75,3.44,GB,broken clouds
586,Storforshei,66.4043,14.5233,42.58,75,75,10.36,NO,broken clouds
587,Dharur,18.8167,76.1167,75.16,63,14,5.73,IN,few clouds
588,Zeya,53.75,127.2667,41.79,81,100,3.4,RU,overcast clouds
589,Vao,-22.6667,167.4833,67.77,96,100,1.48,NC,light rain
590,Bati,11.1833,40.0167,72.61,52,97,3.49,ET,overcast clouds
591,Peace River,56.2501,-117.286,30.65,86,68,1.01,CA,broken clouds
592,Monywa,22.1167,95.1333,83.73,75,23,2.91,MM,few clouds
593,Magan,39.9683,-3.931,78.51,44,39,2.15,ES,scattered clouds
594,Brae,60.3964,-1.353,49.91,57,96,8.48,GB,overcast clouds
595,Hvide Sande,56.0045,8.1294,53.2,55,2,12.73,DK,clear sky
596,Poitiers,46.5833,0.3333,63.25,53,0,8.05,FR,clear sky
597,Turbat,26.0023,63.044,82.96,9,0,22.77,PK,clear sky
598,Nuuk,64.1835,-51.7216,36.21,87,75,5.75,GL,broken clouds
599,Bom Jesus Da Lapa,-13.255,-43.4181,98.56,24,23,5.66,BR,few clouds
600,Ballina,-28.8667,153.5667,62.78,86,94,11.01,AU,overcast clouds
601,Axim,4.8699,-2.2405,82.13,76,45,8.46,GH,light rain
602,Bakaly,55.1789,53.8028,47.77,60,99,6.13,RU,overcast clouds
603,Vagur,61.4732,-6.8119,46.24,85,100,9.78,FO,overcast clouds
604,Merrill,45.1805,-89.6835,58.1,96,90,5.75,US,overcast clouds
605,Belmonte,-15.8631,-38.8828,73.9,87,88,4.14,BR,overcast clouds
606,Kutum,14.2,24.6667,88.34,29,81,6.2,SD,broken clouds
607,Soteapan,18.2333,-94.8667,79.23,81,5,3.29,MX,clear sky
608,Resistencia,-27.4606,-58.9839,85.08,54,32,4.97,AR,light rain
609,Pingliang,35.5392,106.6861,44.35,96,100,1.57,CN,overcast clouds
610,San Vicente,-26.6167,-54.1333,79.32,38,0,4.59,AR,clear sky
611,Koubia,11.5833,-11.9,81.54,66,36,4.97,GN,light rain
612,Wewak,-3.5534,143.6268,81.05,80,44,4.81,PG,scattered clouds
613,Poronaysk,49.2167,143.1167,44.06,74,19,9.28,RU,few clouds
614,Mazamari,-11.3258,-74.5308,90.05,48,12,2.55,PE,few clouds
615,Makakilo City,21.3469,-158.0858,77.32,74,90,5.75,US,overcast clouds
616,Pierre,44.3683,-100.351,54.05,72,38,1.99,US,scattered clouds
617,Slavicin,49.088,17.8735,55.89,66,85,1.99,CZ,overcast clouds
618,Saint-Georges,12.0564,-61.7485,85.23,70,7,11.34,GD,clear sky
619,Rongcheng,30.634,117.8517,65.62,72,90,8.52,CN,light rain
620,Birao,10.2849,22.7882,88.16,51,100,6.33,CF,overcast clouds
621,Dombarovskiy,50.7587,59.5386,49.6,52,100,6.35,RU,overcast clouds
622,Andahuaylas,-13.6556,-73.3872,64.49,44,40,4.61,PE,scattered clouds
623,Mirnyy,62.5353,113.9611,22.19,65,62,11.5,RU,broken clouds
624,Morgan City,29.6994,-91.2068,85.03,79,40,5.75,US,scattered clouds
625,Rundu,-17.9333,19.7667,95.61,10,0,10.11,NA,clear sky
626,Dzhebariki-Khaya,62.2167,135.8,23.32,71,100,7.25,RU,overcast clouds
627,Zhuhai,22.2769,113.5678,77.72,73,40,31.07,CN,scattered clouds
628,Atambua,-9.1061,124.8925,75.29,84,99,0.47,ID,overcast clouds
629,Santa Rosalia,27.3167,-112.2833,69.69,43,0,8.46,MX,clear sky
630,Sosnovo-Ozerskoye,52.5249,111.5418,34.41,77,70,3.91,RU,broken clouds
631,Sain Alto,23.5833,-103.25,66.92,58,22,4.09,MX,few clouds
632,Chara,56.9064,118.2631,25.38,75,100,4.38,RU,overcast clouds
633,Mayor Pablo Lagerenza,-19.9309,-60.7718,90.48,44,52,7.2,PY,broken clouds
634,Tres Picos,15.8667,-93.5333,85.75,61,6,1.86,MX,clear sky
635,Koumac,-20.5667,164.2833,73.89,90,100,5.28,NC,moderate rain
636,Cluses,46.0625,6.575,64.53,60,50,5.82,FR,scattered clouds
637,Tezu,27.9167,96.1667,77.99,70,3,3.94,IN,clear sky
638,Millau,44.0833,2.9167,60.93,43,57,10.2,FR,broken clouds
639,Majene,-3.5403,118.9707,80.53,84,100,5.53,ID,overcast clouds
640,Naze,28.3667,129.4833,77.0,81,71,16.6,JP,broken clouds
641,Bay Roberts,47.5999,-53.2648,48.33,81,98,5.01,CA,overcast clouds
642,Saravan,39.7196,45.6483,57.85,32,39,1.48,AM,scattered clouds
643,Vanimo,-2.6741,141.3028,79.61,85,25,3.04,PG,scattered clouds
644,Dubbo,-32.25,148.6167,53.73,82,90,9.22,AU,overcast clouds
645,Omis,43.4447,16.6886,64.33,56,100,7.07,HR,overcast clouds
646,Tumba,59.1986,17.8332,48.92,72,75,6.91,SE,broken clouds
647,Buala,-8.145,159.5921,79.79,81,96,5.84,SB,overcast clouds
648,Wanaka,-44.7,169.15,35.11,89,67,6.49,NZ,broken clouds
649,Samarai,-10.6167,150.6667,79.23,86,67,4.16,PG,broken clouds
650,Chunhuhub,19.55,-88.6833,86.22,62,46,3.49,MX,scattered clouds
651,Taltal,-25.4,-70.4833,61.47,68,15,5.93,CL,few clouds
652,Bontang,0.1333,117.5,78.28,83,100,8.03,ID,overcast clouds
653,Sayla,22.55,71.4667,86.5,53,77,6.06,IN,broken clouds
654,Halifax,44.6453,-63.5724,70.0,75,97,1.01,CA,overcast clouds
655,Rio Gallegos,-51.6226,-69.2181,60.85,21,90,18.41,AR,overcast clouds
656,Belaya Gora,68.5333,146.4167,19.2,93,100,7.0,RU,light snow
657,Dauphin,51.1494,-100.0502,41.59,59,71,10.67,CA,broken clouds
658,Battle Creek,42.3212,-85.1797,64.62,62,90,16.11,US,overcast clouds
659,Kushiro,42.975,144.3747,48.02,87,10,6.89,JP,clear sky
660,Puerto Escondido,15.85,-97.0667,86.83,62,40,0.0,MX,scattered clouds
661,Laurens,32.4502,-82.9165,73.96,81,1,5.97,US,clear sky
662,Guerrero Negro,27.9769,-114.0611,66.04,59,1,18.43,MX,clear sky
663,Komsomolskiy,40.4272,71.7189,54.32,35,0,0.0,UZ,clear sky
664,Thinadhoo,0.5333,72.9333,83.07,75,74,17.54,MV,broken clouds
665,Donetsk,48.0,37.8,60.93,56,99,5.3,UA,overcast clouds
666,Conceicao Da Barra,-18.5933,-39.7322,70.83,87,100,11.27,BR,overcast clouds
667,Sayyan,15.1718,44.3244,67.95,18,17,13.15,YE,few clouds
668,Vilhena,-12.7406,-60.1458,95.95,32,34,4.7,BR,scattered clouds
669,Ayan,56.45,138.1667,41.45,66,86,8.43,RU,overcast clouds
670,Jijiga,9.35,42.8,72.48,51,99,7.31,ET,overcast clouds
671,Garmsar,35.2182,52.3409,69.24,15,5,4.61,IR,clear sky
672,Salaspils,56.8601,24.3654,48.07,68,91,7.36,LV,overcast clouds
673,Ozernovskiy,51.5,156.5167,44.58,75,17,23.06,RU,light rain
